Key,Source,Context,Changes,English,schinese,Russian
Seventhson5,progression,skills,New,"Fifth Son","五子","Пятый сын"
Seventhson6,progression,skills,New,"Sixth Son","六子","Шестой сын"
Seventhson7,progression,skills,New,"Seventh Son","第七子","Седьмой сын"

Sharpshooter,progression,skills,New,"Sharpshooter","神枪手","Меткий стрелок"
Sharpshooter0,progression,skills,New,"They called you the legendary quickdraw Bob.","人们称你为传奇拔枪手——鲍勃。","Тебя называли легендарным Бобом-быстрохватом."
Sharpshooter1Desc,progression,skills,New,"Increase your fire rate, clip size and weapon handling by 7%, additionally reduces weapon degradation by 7%.","射速、弹匣容量和武器操控提高 7%，同时武器磨损减少 7%。","Повышает скорострельность, размер обоймы и удобство обращения на 7%, а также снижает износ оружия на 7%."
Sharpshooter2Desc,progression,skills,New,"Increase your fire rate, clip size and weapon handling by 14%, additionally reduces weapon degradation by 14%.","射速、弹匣容量和武器操控提高 14%，同时武器磨损减少 14%。","Повышает скорострельность, размер обоймы и удобство обращения на 14%, а также снижает износ оружия на 14%."
Sharpshooter3Desc,progression,skills,New,"Increase your fire rate, clip size and weapon handling by 21%, additionally reduces weapon degradation by 21%.","射速、弹匣容量和武器操控提高 21%，同时武器磨损减少 21%。","Повышает скорострельность, размер обоймы и удобство обращения на 21%, а также снижает износ оружия на 21%."
Sharpshooter4Desc,progression,skills,New,"Increase your fire rate, clip size and weapon handling by 28%, additionally reduces weapon degradation by 28%.","射速、弹匣容量和武器操控提高 28%，同时武器磨损减少 28%。","Повышает скорострельность, размер обоймы и удобство обращения на 28%, а также снижает износ оружия на 28%."
Sharpshooter5Desc,progression,skills,New,"Increase your fire rate, clip size and weapon handling by 35%, additionally reduces weapon degradation by 35%.","射速、弹匣容量和武器操控提高 35%，同时武器磨损减少 35%。","Повышает скорострельность, размер обоймы и удобство обращения на 35%, а также снижает износ оружия на 35%."
Sharpshooter6Desc,progression,skills,New,"Increase your fire rate, clip size and weapon handling by 42%, additionally reduces weapon degradation by 42%.","射速、弹匣容量和武器操控提高 42%，同时武器磨损减少 42%。","Повышает скорострельность, размер обоймы и удобство обращения на 42%, а также снижает износ оружия на 42%."
Sharpshooter7Desc,progression,skills,New,"'The good, the bad and the ugly.'\n\nIncrease your fire rate, clip size and weapon handling by 50%, additionally reduces weapon degradation by 50%.","“黄金三镖客。”\n\n射速、弹匣容量和武器操控提高 50%，同时武器磨损减少 50%。","«Хороший, плохой, злой».\n\nУвеличивает скорострельность, размер обоймы и удобство обращения на 50%, а также снижает износ оружия на 50%."
Sharpshooter1,progression,skills,New,"Sharpshooter I","神枪手 I","Меткий стрелок I"
Sharpshooter2,progression,skills,New,"Sharpshooter II","神枪手 II","Меткий стрелок II"
Sharpshooter3,progression,skills,New,"Sharpshooter III","神枪手 III","Меткий стрелок III"
Sharpshooter4,progression,skills,New,"Sharpshooter IV","神枪手 IV","Меткий стрелок IV"
Sharpshooter5,progression,skills,New,"Sharpshooter V","神枪手 V","Меткий стрелок V"
Sharpshooter6,progression,skills,New,"Sharpshooter VI","神枪手 VI","Меткий стрелок VI"
Sharpshooter7,progression,skills,New,"Sharpshooter VII","神枪手 VII","Меткий стрелок VII"

ShrimpPunch,progression,skills,New,"Shrimp Punch","虾拳","Удар креветки"
ShrimpPunch0,progression,skills,New,"Your melee attacks break the sound barrier!","你的近战攻击足以突破音障！","Твои удары в ближнем бою преодолевают звуковой барьер!"
ShrimpPunch1Desc,progression,skills,New,"Increase your Melee and Block Damage by 4%.","你的的近战和物块伤害增加4%","Увеличивает ваш урон в ближнем бою и урон по блокам на 4%."
ShrimpPunch2Desc,progression,skills,New,"Increase your Melee and Block Damage by 8%.","将你的近战和物块伤害增加8%","Увеличивает ваш урон в ближнем бою и урон по блокам на 8%."
ShrimpPunch3Desc,progression,skills,New,"Increase your Melee and Block Damage by 12%.","将你的近战和物块伤害增加12%","Увеличивает ваш урон в ближнем бою и урон по блокам на 12%."
ShrimpPunch4Desc,progression,skills,New,"Increase your Melee and Block Damage by 16%.","将你的近战和物块伤害增加16%","Увеличивает ваш урон в ближнем бою и урон по блокам на 16%."
ShrimpPunch5Desc,progression,skills,New,"Increase your Melee and Block Damage by 20%.","将你的近战和物块伤害增加20%","Увеличивает ваш урон в ближнем бою и урон по блокам на 20%."
ShrimpPunch6Desc,progression,skills,New,"Increase your Melee and Block Damage by 24%.","将你的近战和物块伤害增加24%","Увеличивает ваш урон в ближнем бою и урон по блокам на 24%."
ShrimpPunch7Desc,progression,skills,New,"Your attacks reach supersonic speeds!\n\nIncrease your Melee and Block Damage by 30%.","你的攻击达到了超音速!\n将你的近战和物块伤害增加 30%","Ваши атаки достигают сверхзвуковой скорости! Увеличьте урон от атак ближнего боя и урон по блокам на 30%."
ShrimpPunch1,progression,skills,New,"Shrimp Punch I","虾拳 I","Удар креветки I"
ShrimpPunch2,progression,skills,New,"Shrimp Punch II","虾拳 II","Удар креветки II"
ShrimpPunch3,progression,skills,New,"Shrimp Punch III","虾拳 III","Удар креветки III"
ShrimpPunch4,progression,skills,New,"Shrimp Punch IV","虾拳 IV","Удар креветки IV"
ShrimpPunch5,progression,skills,New,"Shrimp Punch V","虾拳 V","Удар креветки V"
ShrimpPunch6,progression,skills,New,"Shrimp Punch VI","虾拳 VI","Удар креветки VI"
ShrimpPunch7,progression,skills,New,"Shrimp Punch VII","虾拳 VII","Удар креветки VII"

Shotty,progression,skills,New,"Shotty","霰弹枪手","Дробовик"
Shotty0,progression,skills,New,"You didn't part the red sea, but you did paint it. That's why they call you the Shotgun Messiah.","你没能劈开红海，但你把它染红了。这就是他们叫你“喷子弥赛亚”的原因。","Ты не раздвигал Красное море, ты его перекрашивал. Вот почему тебя зовут «Дробовик-Мессия»."
Shotty1Desc,progression,skills,New,"Increase your entity damage with shotguns by 12% and reload speed by 4%.","霰弹枪的实体伤害增加 12%，装填速度提高 4%。","Увеличивает урон дробовиками на 12% и скорость перезарядки на 4%."
Shotty2Desc,progression,skills,New,"Increase your entity damage with shotguns by 24% and reload speed by 8%.","霰弹枪的实体伤害增加 24%，装填速度提高 8%。","Увеличивает урон дробовиками на 24% и скорость перезарядки на 8%."
Shotty3Desc,progression,skills,New,"Increase your entity damage with shotguns by 36% and reload speed by 12%.","霰弹枪的实体伤害增加 36%，装填速度提高 12%。","Увеличивает урон дробовиками на 36% и скорость перезарядки на 12%."
Shotty4Desc,progression,skills,New,"Increase your entity damage with shotguns by 48% and reload speed by 16%.","霰弹枪的实体伤害增加 48%，装填速度提高 16%。","Увеличивает урон дробовиками на 48% и скорость перезарядки на 16%."
Shotty5Desc,progression,skills,New,"Increase your entity damage with shotguns by 60% and reload speed by 20%.","霰弹枪的实体伤害增加 60%，装填速度提高 20%。","Увеличивает урон дробовиками на 60% и скорость перезарядки на 20%."
Shotty6Desc,progression,skills,New,"Increase your entity damage with shotguns by 72% and reload speed by 24%.","霰弹枪的实体伤害增加 72%，装填速度提高 24%。","Увеличивает урон дробовиками на 72% и скорость перезарядки на 24%."
Shotty7Desc,progression,skills,New,"'Hey little sister, SHOTGUN!'\n\nIncrease your entity damage with shotguns by 100% and reload speed by 30%.","“嘿，小妹妹，开火！”\n\n霰弹枪的实体伤害增加 100%，装填速度提高 30%。","«Эй, сестренка, ДРОБОВИК!»\n\nУвеличивает урон дробовиками на 100% и скорость перезарядки на 30%."
Shotty1,progression,skills,New,"Shotty I","霰弹枪手 I","Дробовик I"
Shotty2,progression,skills,New,"Shotty II","霰弹枪手 II","Дробовик II"
Shotty3,progression,skills,New,"Shotty III","霰弹枪手 III","Дробовик III"
Shotty4,progression,skills,New,"Shotty IV","霰弹枪手 IV","Дробовик IV"
Shotty5,progression,skills,New,"Shotty V","霰弹枪手 V","Дробовик V"
Shotty6,progression,skills,New,"Shotty VI","霰弹枪手 VI","Дробовик VI"
Shotty7,progression,skills,New,"Shotty VII","霰弹枪手 VII","Дробовик VII"

Spartan,progression,skills,New,"Spartan","斯巴达","Спартанец"
Spartan0,progression,skills,New,"You wonder why zombie breath is so bad, that's why you always carry some Spear-mint.","你总在想丧尸的口气怎么那么臭，这就是为什么你总是随身带着点“长矛”薄荷。","Тебе всегда было интересно, почему у зомби так воняет изо рта... поэтому ты всегда носишь с собой «копьё-выжималку»."
Spartan1Desc,progression,skills,New,"Increase your entity damage by 10%.","使用长矛时，你的实体伤害增加10%。","При использовании копья урон по сущностям увеличивается на 10%."
Spartan2Desc,progression,skills,New,"Increase your entity damage by 20%","使用长矛时，你的实体伤害增加20%。","При использовании копья урон по сущностям увеличивается на 20%."
Spartan3Desc,progression,skills,New,"Increase your entity damage by 30%.","使用长矛时，你的实体伤害增加30%。","При использовании копья урон по сущностям увеличивается на 30%."
Spartan4Desc,progression,skills,New,"Increase your entity damage by 40%. You can now stack 3 bleeding debuffs on enemies.","使用长矛时，你的实体伤害增加40%。你现在可以对敌人叠加 3 个流血减益效果。","При использовании копья урон по сущностям увеличивается на 40%. Теперь вы можете наложить на врагов 3 дебаффа кровотечения."
Spartan5Desc,progression,skills,New,"Increase your entity damage by 50%. You can now stack 3 bleeding debuffs on enemies.","使用长矛时，你的实体伤害增加50%。你现在可以对敌人叠加 3 个流血减益效果。","При использовании копья урон по сущностям увеличивается на 50%. Теперь вы можете наложить на врагов 3 дебаффа кровотечения."
Spartan6Desc,progression,skills,New,"Increase your entity damage by 60%. You can now stack 3 bleeding debuffs on enemies.","使用长矛时，你的实体伤害增加60%。你现在可以对敌人叠加 3 个流血减益效果。","При использовании копья урон по сущностям увеличивается на 60%. Теперь вы можете наложить на врагов 3 дебаффа кровотечения."
Spartan7Desc,progression,skills,New,"'THIS - IS - SPARTAAA!!'\n\nIncrease your entity damage by 75%. You can now stack 4 bleeding debuffs on enemies.","“这就是斯巴达！！”\n使用长矛时，你的实体伤害增加75%。你现在可以对敌人叠加 4 个流血减益效果。","'ЭТО - СПАРТААА!!!'\n\nУвеличьте урон по сущностям на 75%. Теперь вы можете наложить на врагов 4 дебаффа кровотечения."
Spartan1,progression,skills,New,"Spartan I","斯巴达 I","Спартанец I"
Spartan2,progression,skills,New,"Spartan II","斯巴达 II","Спартанец II"
Spartan3,progression,skills,New,"Spartan III","斯巴达 III","Спартанец III"
Spartan4,progression,skills,New,"Spartan IV","斯巴达 IV","Спартанец IV"
Spartan5,progression,skills,New,"Spartan V","斯巴达 V","Спартанец V"
Spartan6,progression,skills,New,"Spartan VI","斯巴达 VI","Спартанец VI"
Spartan7,progression,skills,New,"Spartan VII","斯巴达 VII","Спартанец VII"

Sprinter,progression,skills,New,"Sprinter","短跑选手","Спринтер"
Sprinter0,progression,skills,New,"Not once did you skip leg day.","你从来没有在“练腿日”偷过懒。","Ты ни разу не пропускал день ног."
Sprinter1Desc,progression,skills,New,"Increase your sprinting speed by 7%.","你的冲刺速度提高7%","Увеличьте скорость бега на 7%."
Sprinter2Desc,progression,skills,New,"Increase your sprinting speed by 14%.","你的冲刺速度提高14%","Увеличьте скорость бега на 14%."
Sprinter3Desc,progression,skills,New,"Increase your sprinting speed by 21%.","你的冲刺速度提高21%","Увеличьте скорость бега на 21%."
Sprinter4Desc,progression,skills,New,"Increase your sprinting speed by 28%.","你的冲刺速度提高28%","Увеличьте скорость бега на 28%."
Sprinter5Desc,progression,skills,New,"Increase your sprinting speed by 35%.","你的冲刺速度提高35%","Увеличьте скорость бега на 35%."
Sprinter6Desc,progression,skills,New,"Increase your sprinting speed by 42%.","你的冲刺速度提高42%","Увеличьте скорость бега на 42%."
Sprinter7Desc,progression,skills,New,"Gotta go fast!\n\nIncrease your sprinting speed by 50%.","可以更快!你的冲刺速度提高50%","Нужно бежать быстро! Увеличьте скорость бега на 50%."
Sprinter1,progression,skills,New,"Sprinter I","短跑选手 I","Спринтер I"
Sprinter2,progression,skills,New,"Sprinter II","短跑选手 II","Спринтер II"
Sprinter3,progression,skills,New,"Sprinter III","短跑选手 III","Спринтер III"
Sprinter4,progression,skills,New,"Sprinter IV","短跑选手 IV","Спринтер IV"
Sprinter5,progression,skills,New,"Sprinter V","短跑选手 V","Спринтер V"
Sprinter6,progression,skills,New,"Sprinter VI","短跑选手 VI","Спринтер VI"
Sprinter7,progression,skills,New,"Sprinter VII","短跑选手 VII","Спринтер VII"

Stalker,progression,skills,New,"Stalker","潜行者","Сталкер"
Stalker0,progression,skills,New,"Devil by day, demon by night.","白昼为魔，黑夜为妖。","Днем — дьявол, ночью — демон."
Stalker1Desc,progression,skills,New,"Increases sneak damage by 20% and gives you the ability to use Shadow Step every 8 minutes.\n\nShadow Step: When you stand and crouch you vanish from sight for 15s.","潜行伤害提高20%，并获得每8分钟使用一次“暗影步”的能力。\n\n暗影步：站立并再次下蹲时，你将从视线中消失15秒。","Урон от скрытных атак увеличен на 20%. Дает возможность использовать «Шаг тени» раз в 8 минут.\n\nШаг тени: если встать и сразу присесть, вы исчезнете из виду на 15 сек."
Stalker2Desc,progression,skills,New,"Increases sneak damage by 40% and gives you the ability to use Shadow Step every 8 minutes.\n\nShadow Step: When you stand and crouch you vanish from sight for 15s.","潜行伤害提高40%，并获得每8分钟使用一次“暗影步”的能力。\n\n暗影步：站立并再次下蹲时，你将从视线中消失15秒。","Урон от скрытных атак увеличен на 40%. Дает возможность использовать «Шаг тени» раз в 8 минут.\n\nШаг тени: если встать и сразу присесть, вы исчезнете из виду на 15 сек."
Stalker3Desc,progression,skills,New,"Increases sneak damage by 60% and gives you the ability to use Shadow Step every 8 minutes.\n\nShadow Step: When you stand and crouch you vanish from sight for 15s.","潜行伤害提高60%，并获得每8分钟使用一次“暗影步”的能力。\n\n暗影步：站立并再次下蹲时，你将从视线中消失15秒。","Урон от скрытных атак увеличен на 60%. Дает возможность использовать «Шаг тени» раз в 8 минут.\n\nШаг тени: если встать и сразу присесть, вы исчезнете из виду на 15 сек."
Stalker4Desc,progression,skills,New,"Increases sneak damage by 80% and gives you the ability to use Shadow Step every 4 minutes.\n\nShadow Step: When you stand and crouch you vanish from sight for 15s.","潜行伤害提高80%，并获得每4分钟使用一次“暗影步”的能力。\n\n暗影步：站立并再次下蹲时，你将从视线中消失15秒。","Урон от скрытных атак увеличен на 80%. Дает возможность использовать «Шаг тени» раз в 4 минуты.\n\nШаг тени: если встать и сразу присесть, вы исчезнете из виду на 15 сек."
Stalker5Desc,progression,skills,New,"Increases sneak damage by 100% and gives you the ability to use Shadow Step every 4 minutes.\n\nShadow Step: When you stand and crouch you vanish from sight for 15s.","潜行伤害提高100%，并获得每4分钟使用一次“暗影步”的能力。\n\n暗影步：站立并再次下蹲时，你将从视线中消失15秒。","Урон от скрытных атак увеличен на 100%. Дает возможность использовать «Шаг тени» раз в 4 минуты.\n\nШаг тени: если встать и сразу присесть, вы исчезнете из виду на 15 сек."
Stalker6Desc,progression,skills,New,"Increases sneak damage by 120% and gives you the ability to use Shadow Step every 4 minutes.\n\nShadow Step: When you stand and crouch you vanish from sight for 15s.","潜行伤害提高120%，并获得每4分钟使用一次“暗影步”的能力。\n\n暗影步：站立并再次下蹲时，你将从视线中消失15秒。","Урон от скрытных атак увеличен на 120%. Дает возможность использовать «Шаг тени» раз в 4 минуты.\n\nШаг тени: если встать и сразу присесть, вы исчезнете из виду на 15 сек."
Stalker7Desc,progression,skills,New,"'Day walker, night stalker.'\n\nIncreases sneak damage by 150% and gives you the ability to use Shadow Step every 2 minutes.\n\nShadow Step: When you stand and crouch you vanish from sight for 15s.","“白昼游侠，黑夜猎手。”\n\n潜行伤害提高150%，并获得每2分钟使用一次“暗影步”的能力。\n\n暗影步：站立并再次下蹲时，你将从视线中消失15秒。","«Днем гуляет, ночью выслеживает».\n\nУрон от скрытных атак увеличен на 150%. Дает возможность использовать «Шаг тени» раз в 2 минуты.\n\nШаг тени: если встать и сразу присесть, вы исчезнете из виду на 15 сек."
Stalker1,progression,skills,New,"Stalker I","潜行者 I","Сталкер I"
Stalker2,progression,skills,New,"Stalker II","潜行者 II","Сталкер II"
Stalker3,progression,skills,New,"Stalker III","潜行者 III","Сталкер III"
Stalker4,progression,skills,New,"Stalker IV","潜行者 IV","Сталкер IV"
Stalker5,progression,skills,New,"Stalker V","潜行者 V","Сталкер V"
Stalker6,progression,skills,New,"Stalker VI","潜行者 VI","Сталкер VI"
Stalker7,progression,skills,New,"Stalker VII","潜行者 VII","Сталкер VII"

Survivalist,progression,skills,New,"Survivalist","幸存者","Выживальщик"
Survivalist0,progression,skills,New,"You are conditioning your body to the maximum limits. Your tolerance towards the elements increases.","正在将你的身体强化到极限,你对外界环境的耐受性增强了","Вы тренируете свое тело до максимальных пределов. Ваша устройчивость к стихии повышается."
Survivalist1Desc,progression,skills,New,"Increase your resistance agains heat and cold by 2 and reduce food and water loss from physical exertion by 4%.","炎热和寒冷抗性提高2\n行动导致的食物和水的消耗降低4%","Повышает устойчивость к жаре и холоду на 2 и снижает потерю пищи и воды при физических нагрузках на 4%."
Survivalist2Desc,progression,skills,New,"Increase your resistance agains heat and cold by 4 and reduce food and water loss from physical exertion by 8%.","炎热和寒冷抗性提高4\n行动导致的食物和水的消耗降低8%","Повышает устойчивость к жаре и холоду на 4 и снижает потерю пищи и воды при физических нагрузках на 8%."
Survivalist3Desc,progression,skills,New,"Increase your resistance agains heat and cold by 6 and reduce food and water loss from physical exertion by 12%.","炎热和寒冷抗性提高6\n行动导致的食物和水的消耗降低12%","Повышает устойчивость к жаре и холоду на 6 и снижает потерю пищи и воды при физических нагрузках на 12%."
Survivalist4Desc,progression,skills,New,"Increase your resistance agains heat and cold by 8 and reduce food and water loss from physical exertion by 16%.","炎热和寒冷抗性提高8\n行动导致的食物和水的消耗降低16%","Повышает устойчивость к жаре и холоду на 8 и снижает потерю пищи и воды при физических нагрузках на 16%."
Survivalist5Desc,progression,skills,New,"Increase your resistance agains heat and cold by 10 and reduce food and water loss from physical exertion by 20%.","炎热和寒冷抗性提高10\n行动导致的食物和水的消耗降低20%","Повышает устойчивость к жаре и холоду на 10 и снижает потерю пищи и воды при физических нагрузках на 20%."
Survivalist6Desc,progression,skills,New,"Increase your resistance agains heat and cold by 12 and reduce food and water loss from physical exertion by 24%.","炎热和寒冷抗性提高12\n行动导致的食物和水的消耗降低24%","Повышает устойчивость к жаре и холоду на 12 и снижает потерю пищи и воды при физических нагрузках на 24%."
Survivalist7Desc,progression,skills,New,"You've mastered the art of surviving in the wilderness!\n\nIncrease your resistance agains heat and cold by 15 and and reduce food and water loss from physical exertion by 30%.","你已经掌握了在荒野中生存的技术!\n炎热和寒冷抗性提高15\n行动导致的食物和水的消耗降低30%","Вы овладели искусством выживания в дикой природе! Повысьте свою устойчивость к жаре и холоду на 15, а также сократите потерю пищи и воды при физических нагрузках на 30%."
Survivalist1,progression,skills,New,"Survivalist I","幸存者 I","Выживальщик I"
Survivalist2,progression,skills,New,"Survivalist II","幸存者 II","Выживальщик II"
Survivalist3,progression,skills,New,"Survivalist III","幸存者 III","Выживальщик III"
Survivalist4,progression,skills,New,"Survivalist IV","幸存者 IV","Выживальщик IV"
Survivalist5,progression,skills,New,"Survivalist V","幸存者 V","Выживальщик V"
Survivalist6,progression,skills,New,"Survivalist VI","幸存者 VI","Выживальщик VI"
Survivalist7,progression,skills,New,"Survivalist VII","幸存者 VII","Выживальщик VII"

Thorns,progression,skills,New,"Thorns","荆棘","Шипы"
Thorns0,progression,skills,New,"Why hit if you can get hit and hit back?","为什么要动手，如果可以通过被打来还击呢？","Зачем бить самому, если можно получить удар и ответить тем же?"
Thorns1Desc,progression,skills,New,"Reflect 14 damage back to the enemy. Double damage towards tough enemies, triple damage towards the strongest.","对敌人反弹 14 点伤害。对强力敌人造成双倍伤害，对最强敌人造成三倍伤害。","Отражает 14 ед. урона обратно врагу. Двойной урон по сильным врагам, тройной урон по самым сильным."
Thorns2Desc,progression,skills,New,"Reflect 28 damage back to the enemy. Double damage towards tough enemies, triple damage towards the strongest.","对敌人反弹 28 点伤害。对强力敌人造成双倍伤害，对最强敌人造成三倍伤害。","Отражает 28 ед. урона обратно врагу. Двойной урон по сильным врагам, тройной урон по самым сильным."
Thorns3Desc,progression,skills,New,"Reflect 42 damage back to the enemy. Double damage towards tough enemies, triple damage towards the strongest.","对敌人反弹 42 点伤害。对强力敌人造成双倍伤害，对最强敌人造成三倍伤害。","Отражает 42 ед. урона обратно врагу. Двойной урон по сильным врагам, тройной урон по самым сильным."
Thorns4Desc,progression,skills,New,"Reflect 56 damage back to the enemy. Double damage towards tough enemies, triple damage towards the strongest.","对敌人反弹 56 点伤害。对强力敌人造成双倍伤害，对最强敌人造成三倍伤害。","Отражает 56 ед. урона обратно врагу. Двойной урон по сильным врагам, тройной урон по самым сильным."
Thorns5Desc,progression,skills,New,"Reflect 70 damage back to the enemy. Double damage towards tough enemies, triple damage towards the strongest.","对敌人反弹 70 点伤害。对强力敌人造成双倍伤害，对最强敌人造成三倍伤害。","Отражает 70 ед. урона обратно врагу. Двойной урон по сильным врагам, тройной урон по самым сильным."
Thorns6Desc,progression,skills,New,"Reflect 84 damage back to the enemy. Double damage towards tough enemies, triple damage towards the strongest.","对敌人反弹 84 点伤害。对强力敌人造成双倍伤害，对最强敌人造成三倍伤害。","Отражает 84 ед. урона обратно врагу. Двойной урон по сильным врагам, тройной урон по самым сильным."
Thorns7Desc,progression,skills,New,"'BREAK YOURSELVES UPON MY BODY!!'\n\nReflect 100 damage back to the enemy. Double damage towards tough enemies, triple damage towards the strongest.","“在我的躯体上撞个粉碎吧！！”\n\n对敌人反弹 100 点伤害。对强力敌人造成双倍伤害，对最强敌人造成三倍伤害。","«РАЗБИВАЙТЕСЬ О МОЁ ТЕЛО!!»\n\nОтражает 100 ед. урона обратно врагу. Двойной урон по сильным врагам, тройной урон по самым сильным."
Thorns1,progression,skills,New,"Thorns I","荆棘 I","Шипы I"
Thorns2,progression,skills,New,"Thorns II","荆棘 II","Шипы II"
Thorns3,progression,skills,New,"Thorns III","荆棘 III","Шипы III"
Thorns4,progression,skills,New,"Thorns IV","荆棘 IV","Шипы IV"
Thorns5,progression,skills,New,"Thorns V","荆棘 V","Шипы V"
Thorns6,progression,skills,New,"Thorns VI","荆棘 VI","Шипы VI"
Thorns7,progression,skills,New,"Thorns VII","荆棘 VII","Шипы VII"

Triage,progression,skills,New,"Triage","诊断","Медицинская сортировка"
Triage0,progression,skills,New,"If you can't Helium or Curium, you Barium!","要是治不好，救不活，那就只能挖个坑埋了。","Коль не можешь подлечить, значит, время хоронить!"
Triage1Desc,progression,skills,New,"Increase the healing effectivnes of medical items by 8%.","医疗物品的治疗效果提升 8%。","Увеличивает лечебный эффект медицинских предметов на 8%."
Triage2Desc,progression,skills,New,"Increase the healing effectivnes of medical items by 16%.","医疗物品的治疗效果提升 16%。","Увеличивает лечебный эффект медицинских предметов на 16%."
Triage3Desc,progression,skills,New,"Increase the healing effectivnes of medical items by 24%.","医疗物品的治疗效果提升 24%。","Увеличивает лечебный эффект медицинских предметов на 24%."
Triage4Desc,progression,skills,New,"Increase the healing effectivnes of medical items by 32%.","医疗物品的治疗效果提升 32%。","Увеличивает лечебный эффект медицинских предметов на 32%."
Triage5Desc,progression,skills,New,"Increase the healing effectivnes of medical items by 40%.","医疗物品的治疗效果提升 40%。","Увеличивает лечебный эффект медицинских предметов на 40%."
Triage6Desc,progression,skills,New,"Increase the healing effectivnes of medical items by 48%.","医疗物品的治疗效果提升 48%。","Увеличивает лечебный эффект медицинских предметов на 48%."
Triage7Desc,progression,skills,New,"'Hypocrite that you are to trust the chemicals in your brain to tell you they are chemicals.'\n\nIncrease the healing effectivnes of medical items by 60%.","“虚伪的你竟然相信脑中的化学物质告诉你，它们是化学物质。”\n\n医疗物品的治疗效果提升 60%。","«Лицемерно доверять химическим веществам в вашем мозгу, которые говорят вам, что они химические». Повышает лечебный эффект медицинских предметов на 60%."
Triage1,progression,skills,New,"Triage I","诊断 I","Медицинская сортировка I"
Triage2,progression,skills,New,"Triage II","诊断 II","Медицинская сортировка II"
Triage3,progression,skills,New,"Triage III","诊断 III","Медицинская сортировка III"
Triage4,progression,skills,New,"Triage IV","诊断 IV","Медицинская сортировка IV"
Triage5,progression,skills,New,"Triage V","诊断 V","Медицинская сортировка V"
Triage6,progression,skills,New,"Triage VI","诊断 VI","Медицинская сортировка VI"
Triage7,progression,skills,New,"Triage VII","诊断 VII","Медицинская сортировка VII"

ReqMotherLode1,progression,skills,New,Requires Mother Lode lvl 1,母矿等级 1,Требуется Драгоценная добыча lvl 1
ReqMotherLode2,progression,skills,New,Requires Mother Lode lvl 2,母矿等级 2,Требуется Драгоценная добыча lvl 2
ReqMotherLode3,progression,skills,New,Requires Mother Lode lvl 3,母矿等级 3,Требуется Драгоценная добыча lvl 3
ReqMotherLode4,progression,skills,New,Requires Mother Lode lvl 4,母矿等级 4,Требуется Драгоценная добыча lvl 4
ReqMotherLode5,progression,skills,New,Requires Mother Lode lvl 5,母矿等级 5,Требуется Драгоценная добыча lvl 5

ReqHiddenStrike1,progression,skills,New,Requires Hidden Strike lvl 1,需要 隐蔽打击 等级 1,Требуется Скрытый удар ур. 1
ReqHiddenStrike2,progression,skills,New,Requires Hidden Strike lvl 2,需要 隐蔽打击 等级 2,Требуется Скрытый удар ур. 2
ReqHiddenStrike3,progression,skills,New,Requires Hidden Strike lvl 3,需要 隐蔽打击 等级 3,Требуется Скрытый удар ур. 3
ReqHiddenStrike4,progression,skills,New,Requires Hidden Strike lvl 4,需要 隐蔽打击 等级 4,Требуется Скрытый удар ур. 4
ReqHiddenStrike5,progression,skills,New,Requires Hidden Strike lvl 5,需要 隐蔽打击 等级 5,Требуется Скрытый удар ур. 5

ReqFromTheShadows1,progression,skills,New,Requires From the Shadows lvl 1,需要 影子舞者 等级 1,Требуется Из тени ур. 1
ReqFromTheShadows2,progression,skills,New,Requires From the Shadows lvl 2,需要 影子舞者 等级 2,Требуется Из тени ур. 2
ReqFromTheShadows3,progression,skills,New,Requires From the Shadows lvl 3,需要 影子舞者 等级 3,Требуется Из тени ур. 3
ReqFromTheShadows4,progression,skills,New,Requires From the Shadows lvl 4,需要 影子舞者 等级 4,Требуется Из тени ур. 4
ReqFromTheShadows5,progression,skills,New,Requires From the Shadows lvl 5,需要 影子舞者 等级 5,Требуется Из тени ур. 5

ReqTreasureHunter1,progression,skills,New,Requires Treasure Hunter lvl 1,需要寻宝猎人等级 1,Требуется Охотник за сокровищами lvl 1
ReqTreasureHunter2,progression,skills,New,Requires Treasure Hunter lvl 2,需要寻宝猎人等级 2,Требуется Охотник за сокровищами lvl 2
ReqTreasureHunter3,progression,skills,New,Requires Treasure Hunter lvl 3,需要寻宝猎人等级 3,Требуется Охотник за сокровищами lvl 3
ReqTreasureHunter4,progression,skills,New,Requires Treasure Hunter lvl 4,需要寻宝猎人等级 4,Требуется Охотник за сокровищами lvl 4
ReqTreasureHunter5,progression,skills,New,Requires Treasure Hunter lvl 5,需要寻宝猎人等级 5,Требуется Охотник за сокровищами lvl 5

ReqPenetrator1,progression,skills,New,Requires The Penetrator lvl 1,穿透护甲等级 1,Требуется Злоумышленник lvl 1
ReqPenetrator2,progression,skills,New,Requires The Penetrator lvl 2,穿透护甲等级 2,Требуется Злоумышленник lvl 2
ReqPenetrator3,progression,skills,New,Requires The Penetrator lvl 3,穿透护甲等级 3,Требуется Злоумышленник lvl 3
ReqPenetrator4,progression,skills,New,Requires The Penetrator lvl 4,穿透护甲等级 4,Требуется Злоумышленник lvl 4
ReqPenetrator5,progression,skills,New,Requires The Penetrator lvl 5,穿透护甲等级 5,Требуется Злоумышленник lvl 5

ReqLuckyLooter1,progression,skills,New,Requires Lucky Looter lvl 1,幸运掠夺者等级 1,Требуется Везучий искатель lvl 1
