Key,Source,Context,Changes,english,schinese
modArmorConquestMiddleP4Desc,items,Item,New,"A heavy assault protocol overclocked for sustained devastation. Passively grants [FF4500]+40[-] Entity Damage, [FF4500]+40%[-] Total Damage, and [FFA500]+4.8%[-] Armor Penetration.","重型突击协议——超频持续毁灭。常驻[FF4500]+40[-]基础攻击力、[FF4500]+40%[-]总伤害与[FFA500]+4.8%[-]护甲穿透。"
modArmorConquestLowerP4,items,Item,New,[2E8B57]Conquest Rune — Feet P4[-],[2E8B57]征服符石·足部P4[-]
modArmorConquestLowerP4Desc,items,Item,New,"A heavy assault protocol overclocked for sustained devastation. Passively grants [FF4500]+40[-] Entity Damage, [FF4500]+40%[-] Total Damage, and [FFA500]+4.8%[-] Armor Penetration.","重型突击协议——超频持续毁灭。常驻[FF4500]+40[-]基础攻击力、[FF4500]+40%[-]总伤害与[FFA500]+4.8%[-]护甲穿透。"

modArmorConquestUpperP5,items,Item,New,[4169E1]Conquest Rune — Head P5[-],[4169E1]征服符石·头部P5[-]
modArmorConquestUpperP5Desc,items,Item,New,"A warhead-grade combat array — every shot is a declaration of annihilation. Passively grants [FF4500]+50[-] Entity Damage, [FF4500]+50%[-] Total Damage, and [FFA500]+5.4%[-] Armor Penetration.","弹头级战斗阵列——每一击皆为歼灭宣言。常驻[FF4500]+50[-]基础攻击力、[FF4500]+50%[-]总伤害与[FFA500]+5.4%[-]护甲穿透。"
modArmorConquestMiddleP5,items,Item,New,[4169E1]Conquest Rune — Chest P5[-],[4169E1]征服符石·胸甲P5[-]
modArmorConquestMiddleP5Desc,items,Item,New,"A warhead-grade combat array — every shot is a declaration of annihilation. Passively grants [FF4500]+50[-] Entity Damage, [FF4500]+50%[-] Total Damage, and [FFA500]+5.4%[-] Armor Penetration.","弹头级战斗阵列——每一击皆为歼灭宣言。常驻[FF4500]+50[-]基础攻击力、[FF4500]+50%[-]总伤害与[FFA500]+5.4%[-]护甲穿透。"
modArmorConquestLowerP5,items,Item,New,[4169E1]Conquest Rune — Feet P5[-],[4169E1]征服符石·足部P5[-]
modArmorConquestLowerP5Desc,items,Item,New,"A warhead-grade combat array — every shot is a declaration of annihilation. Passively grants [FF4500]+50[-] Entity Damage, [FF4500]+50%[-] Total Damage, and [FFA500]+5.4%[-] Armor Penetration.","弹头级战斗阵列——每一击皆为歼灭宣言。常驻[FF4500]+50[-]基础攻击力、[FF4500]+50%[-]总伤害与[FFA500]+5.4%[-]护甲穿透。"

modArmorConquestUpperP6,items,Item,New,[9932CC]Conquest Rune — Head P6[-],[9932CC]征服符石·头部P6[-]
modArmorConquestUpperP6Desc,items,Item,New,"A doomsday-grade offensive paradigm — armor is merely a suggestion. Passively grants [FF4500]+60[-] Entity Damage, [FF4500]+60%[-] Total Damage, and [FFA500]+6%[-] Armor Penetration.","末日级进攻范式——护甲不过是建议。常驻[FF4500]+60[-]基础攻击力、[FF4500]+60%[-]总伤害与[FFA500]+6%[-]护甲穿透。"
modArmorConquestMiddleP6,items,Item,New,[9932CC]Conquest Rune — Chest P6[-],[9932CC]征服符石·胸甲P6[-]
modArmorConquestMiddleP6Desc,items,Item,New,"A doomsday-grade offensive paradigm — armor is merely a suggestion. Passively grants [FF4500]+60[-] Entity Damage, [FF4500]+60%[-] Total Damage, and [FFA500]+6%[-] Armor Penetration.","末日级进攻范式——护甲不过是建议。常驻[FF4500]+60[-]基础攻击力、[FF4500]+60%[-]总伤害与[FFA500]+6%[-]护甲穿透。"
modArmorConquestLowerP6,items,Item,New,[9932CC]Conquest Rune — Feet P6[-],[9932CC]征服符石·足部P6[-]
modArmorConquestLowerP6Desc,items,Item,New,"A doomsday-grade offensive paradigm — armor is merely a suggestion. Passively grants [FF4500]+60[-] Entity Damage, [FF4500]+60%[-] Total Damage, and [FFA500]+6%[-] Armor Penetration.","末日级进攻范式——护甲不过是建议。常驻[FF4500]+60[-]基础攻击力、[FF4500]+60%[-]总伤害与[FFA500]+6%[-]护甲穿透。"

modArmorConquestUpperP7,items,Item,New,[FF4500]Conquest Rune — Head P7[-],[FF4500]征服符石·头部P7[-]
modArmorConquestUpperP7Desc,items,Item,New,"A mythical executioner's sigil — legendary. Passively grants [FF4500]+65[-] Entity Damage, [FF4500]+65%[-] Total Damage, [FFA500]+7%[-] Armor Penetration, [FF4500]+5%[-] Critical Chance, [FFA500]+1[-] Pierce Target, and [FF8C00]+10%[-] Reload Speed.","神话级处刑者符文——传奇品质。常驻[FF4500]+65[-]基础攻击力、[FF4500]+65%[-]总伤害、[FFA500]+7%[-]护甲穿透、[FF4500]+5%[-]暴击率、[FFA500]+1[-]穿透目标与[FF8C00]+10%[-]换弹速度。"
modArmorConquestMiddleP7,items,Item,New,[FF4500]Conquest Rune — Chest P7[-],[FF4500]征服符石·胸甲P7[-]
modArmorConquestMiddleP7Desc,items,Item,New,"A mythical executioner's sigil — legendary. Passively grants [FF4500]+65[-] Entity Damage, [FF4500]+65%[-] Total Damage, [FFA500]+7%[-] Armor Penetration, [FF4500]+5%[-] Critical Chance, [FFA500]+1[-] Pierce Target, and [FF8C00]+10%[-] Reload Speed.","神话级处刑者符文——传奇品质。常驻[FF4500]+65[-]基础攻击力、[FF4500]+65%[-]总伤害、[FFA500]+7%[-]护甲穿透、[FF4500]+5%[-]暴击率、[FFA500]+1[-]穿透目标与[FF8C00]+10%[-]换弹速度。"
modArmorConquestLowerP7,items,Item,New,[FF4500]Conquest Rune — Feet P7[-],[FF4500]征服符石·足部P7[-]
modArmorConquestLowerP7Desc,items,Item,New,"A mythical executioner's sigil — legendary. Passively grants [FF4500]+65[-] Entity Damage, [FF4500]+65%[-] Total Damage, [FFA500]+7%[-] Armor Penetration, [FF4500]+5%[-] Critical Chance, [FFA500]+1[-] Pierce Target, and [FF8C00]+10%[-] Reload Speed.","神话级处刑者符文——传奇品质。常驻[FF4500]+65[-]基础攻击力、[FF4500]+65%[-]总伤害、[FFA500]+7%[-]护甲穿透、[FF4500]+5%[-]暴击率、[FFA500]+1[-]穿透目标与[FF8C00]+10%[-]换弹速度。"

modArmorTenacityUpperP1,items,Item,New,[8B4513]Tenacity Rune — Head P1[-],[8B4513]坚韧符石·头部P1[-]
modArmorTenacityUpperP1Desc,items,Item,New,"A defensive ward sigil that hardens body and mind against the wasteland. Passively grants [708090]+2%[-] Physical Resist, [708090]+2%[-] Elemental Resist, and [FFD700]-2%[-] Stamina Consumption.","防御结界符文——在废土中硬化身心。常驻[708090]+2%[-]物理抗性、[708090]+2%[-]元素抗性与[FFD700]-2%[-]耐力消耗。"
modArmorTenacityMiddleP1,items,Item,New,[8B4513]Tenacity Rune — Chest P1[-],[8B4513]坚韧符石·胸甲P1[-]
modArmorTenacityMiddleP1Desc,items,Item,New,"A defensive ward sigil that hardens body and mind against the wasteland. Passively grants [708090]+2%[-] Physical Resist, [708090]+2%[-] Elemental Resist, and [FFD700]-2%[-] Stamina Consumption.","防御结界符文——在废土中硬化身心。常驻[708090]+2%[-]物理抗性、[708090]+2%[-]元素抗性与[FFD700]-2%[-]耐力消耗。"
modArmorTenacityLowerP1,items,Item,New,[8B4513]Tenacity Rune — Feet P1[-],[8B4513]坚韧符石·足部P1[-]
modArmorTenacityLowerP1Desc,items,Item,New,"A defensive ward sigil that hardens body and mind against the wasteland. Passively grants [708090]+2%[-] Physical Resist, [708090]+2%[-] Elemental Resist, and [FFD700]-2%[-] Stamina Consumption.","防御结界符文——在废土中硬化身心。常驻[708090]+2%[-]物理抗性、[708090]+2%[-]元素抗性与[FFD700]-2%[-]耐力消耗。"

modArmorTenacityUpperP2,items,Item,New,[FF8C00]Tenacity Rune — Head P2[-],[FF8C00]坚韧符石·头部P2[-]
modArmorTenacityUpperP2Desc,items,Item,New,"A reinforced bastion circuit with improved multi-layer protection. Passively grants [708090]+3%[-] Physical Resist, [708090]+3%[-] Elemental Resist, and [FFD700]-3%[-] Stamina Consumption.","强化型堡垒回路——改进多层防护。常驻[708090]+3%[-]物理抗性、[708090]+3%[-]元素抗性与[FFD700]-3%[-]耐力消耗。"
modArmorTenacityMiddleP2,items,Item,New,[FF8C00]Tenacity Rune — Chest P2[-],[FF8C00]坚韧符石·胸甲P2[-]
modArmorTenacityMiddleP2Desc,items,Item,New,"A reinforced bastion circuit with improved multi-layer protection. Passively grants [708090]+3%[-] Physical Resist, [708090]+3%[-] Elemental Resist, and [FFD700]-3%[-] Stamina Consumption.","强化型堡垒回路——改进多层防护。常驻[708090]+3%[-]物理抗性、[708090]+3%[-]元素抗性与[FFD700]-3%[-]耐力消耗。"
modArmorTenacityLowerP2,items,Item,New,[FF8C00]Tenacity Rune — Feet P2[-],[FF8C00]坚韧符石·足部P2[-]
modArmorTenacityLowerP2Desc,items,Item,New,"A reinforced bastion circuit with improved multi-layer protection. Passively grants [708090]+3%[-] Physical Resist, [708090]+3%[-] Elemental Resist, and [FFD700]-3%[-] Stamina Consumption.","强化型堡垒回路——改进多层防护。常驻[708090]+3%[-]物理抗性、[708090]+3%[-]元素抗性与[FFD700]-3%[-]耐力消耗。"

modArmorTenacityUpperP3,items,Item,New,[B8860B]Tenacity Rune — Head P3[-],[B8860B]坚韧符石·头部P3[-]
modArmorTenacityUpperP3Desc,items,Item,New,"An advanced aegis matrix for superior dual-element hardening. Passively grants [708090]+4%[-] Physical Resist, [708090]+4%[-] Elemental Resist, and [FFD700]-4%[-] Stamina Consumption.","高级圣盾矩阵——极致双元素硬化。常驻[708090]+4%[-]物理抗性、[708090]+4%[-]元素抗性与[FFD700]-4%[-]耐力消耗。"
modArmorTenacityMiddleP3,items,Item,New,[B8860B]Tenacity Rune — Chest P3[-],[B8860B]坚韧符石·胸甲P3[-]
modArmorTenacityMiddleP3Desc,items,Item,New,"An advanced aegis matrix for superior dual-element hardening. Passively grants [708090]+4%[-] Physical Resist, [708090]+4%[-] Elemental Resist, and [FFD700]-4%[-] Stamina Consumption.","高级圣盾矩阵——极致双元素硬化。常驻[708090]+4%[-]物理抗性、[708090]+4%[-]元素抗性与[FFD700]-4%[-]耐力消耗。"
modArmorTenacityLowerP3,items,Item,New,[B8860B]Tenacity Rune — Feet P3[-],[B8860B]坚韧符石·足部P3[-]
modArmorTenacityLowerP3Desc,items,Item,New,"An advanced aegis matrix for superior dual-element hardening. Passively grants [708090]+4%[-] Physical Resist, [708090]+4%[-] Elemental Resist, and [FFD700]-4%[-] Stamina Consumption.","高级圣盾矩阵——极致双元素硬化。常驻[708090]+4%[-]物理抗性、[708090]+4%[-]元素抗性与[FFD700]-4%[-]耐力消耗。"

modArmorTenacityUpperP4,items,Item,New,[2E8B57]Tenacity Rune — Head P4[-],[2E8B57]坚韧符石·头部P4[-]
modArmorTenacityUpperP4Desc,items,Item,New,"A heavy bulwark protocol — you are not merely resistant; you are inevitable. Passively grants [708090]+5%[-] Physical Resist, [708090]+5%[-] Elemental Resist, and [FFD700]-5%[-] Stamina Consumption.","重型壁垒协议——你不仅仅具有抗性，你是不可阻挡的。常驻[708090]+5%[-]物理抗性、[708090]+5%[-]元素抗性与[FFD700]-5%[-]耐力消耗。"
modArmorTenacityMiddleP4,items,Item,New,[2E8B57]Tenacity Rune — Chest P4[-],[2E8B57]坚韧符石·胸甲P4[-]
modArmorTenacityMiddleP4Desc,items,Item,New,"A heavy bulwark protocol — you are not merely resistant; you are inevitable. Passively grants [708090]+5%[-] Physical Resist, [708090]+5%[-] Elemental Resist, and [FFD700]-5%[-] Stamina Consumption.","重型壁垒协议——你不仅仅具有抗性，你是不可阻挡的。常驻[708090]+5%[-]物理抗性、[708090]+5%[-]元素抗性与[FFD700]-5%[-]耐力消耗。"
modArmorTenacityLowerP4,items,Item,New,[2E8B57]Tenacity Rune — Feet P4[-],[2E8B57]坚韧符石·足部P4[-]
modArmorTenacityLowerP4Desc,items,Item,New,"A heavy bulwark protocol — you are not merely resistant; you are inevitable. Passively grants [708090]+5%[-] Physical Resist, [708090]+5%[-] Elemental Resist, and [FFD700]-5%[-] Stamina Consumption.","重型壁垒协议——你不仅仅具有抗性，你是不可阻挡的。常驻[708090]+5%[-]物理抗性、[708090]+5%[-]元素抗性与[FFD700]-5%[-]耐力消耗。"

modArmorTenacityUpperP5,items,Item,New,[4169E1]Tenacity Rune — Head P5[-],[4169E1]坚韧符石·头部P5[-]
modArmorTenacityUpperP5Desc,items,Item,New,"A fortress-grade defense matrix — the wasteland breaks against you. Passively grants [708090]+6%[-] Physical Resist, [708090]+6%[-] Elemental Resist, and [FFD700]-6%[-] Stamina Consumption.","堡垒级防御矩阵——废土在你面前碎裂。常驻[708090]+6%[-]物理抗性、[708090]+6%[-]元素抗性与[FFD700]-6%[-]耐力消耗。"
modArmorTenacityMiddleP5,items,Item,New,[4169E1]Tenacity Rune — Chest P5[-],[4169E1]坚韧符石·胸甲P5[-]
modArmorTenacityMiddleP5Desc,items,Item,New,"A fortress-grade defense matrix — the wasteland breaks against you. Passively grants [708090]+6%[-] Physical Resist, [708090]+6%[-] Elemental Resist, and [FFD700]-6%[-] Stamina Consumption.","堡垒级防御矩阵——废土在你面前碎裂。常驻[708090]+6%[-]物理抗性、[708090]+6%[-]元素抗性与[FFD700]-6%[-]耐力消耗。"
modArmorTenacityLowerP5,items,Item,New,[4169E1]Tenacity Rune — Feet P5[-],[4169E1]坚韧符石·足部P5[-]
modArmorTenacityLowerP5Desc,items,Item,New,"A fortress-grade defense matrix — the wasteland breaks against you. Passively grants [708090]+6%[-] Physical Resist, [708090]+6%[-] Elemental Resist, and [FFD700]-6%[-] Stamina Consumption.","堡垒级防御矩阵——废土在你面前碎裂。常驻[708090]+6%[-]物理抗性、[708090]+6%[-]元素抗性与[FFD700]-6%[-]耐力消耗。"

modArmorTenacityUpperP6,items,Item,New,[9932CC]Tenacity Rune — Head P6[-],[9932CC]坚韧符石·头部P6[-]
modArmorTenacityUpperP6Desc,items,Item,New,"An unbreakable bastion core — you are the last wall standing. Passively grants [708090]+7%[-] Physical Resist, [708090]+7%[-] Elemental Resist, and [FFD700]-7%[-] Stamina Consumption.","不破堡垒核心——你是最后屹立之墙。常驻[708090]+7%[-]物理抗性、[708090]+7%[-]元素抗性与[FFD700]-7%[-]耐力消耗。"
modArmorTenacityMiddleP6,items,Item,New,[9932CC]Tenacity Rune — Chest P6[-],[9932CC]坚韧符石·胸甲P6[-]
modArmorTenacityMiddleP6Desc,items,Item,New,"An unbreakable bastion core — you are the last wall standing. Passively grants [708090]+7%[-] Physical Resist, [708090]+7%[-] Elemental Resist, and [FFD700]-7%[-] Stamina Consumption.","不破堡垒核心——你是最后屹立之墙。常驻[708090]+7%[-]物理抗性、[708090]+7%[-]元素抗性与[FFD700]-7%[-]耐力消耗。"
modArmorTenacityLowerP6,items,Item,New,[9932CC]Tenacity Rune — Feet P6[-],[9932CC]坚韧符石·足部P6[-]
modArmorTenacityLowerP6Desc,items,Item,New,"An unbreakable bastion core — you are the last wall standing. Passively grants [708090]+7%[-] Physical Resist, [708090]+7%[-] Elemental Resist, and [FFD700]-7%[-] Stamina Consumption.","不破堡垒核心——你是最后屹立之墙。常驻[708090]+7%[-]物理抗性、[708090]+7%[-]元素抗性与[FFD700]-7%[-]耐力消耗。"

modArmorTenacityUpperP7,items,Item,New,[FF4500]Tenacity Rune — Head P7[-],[FF4500]坚韧符石·头部P7[-]
modArmorTenacityUpperP7Desc,items,Item,New,"A mythical indestructible aegis — legendary. Passively grants [708090]+8%[-] Physical Resist, [708090]+8%[-] Elemental Resist, [FFD700]-8%[-] Stamina Consumption, [FFA500]-50%[-] Fall Damage, and [32CD32]+30s[-] Breath Hold.","神话级不灭圣盾——传奇品质。常驻[708090]+8%[-]物理抗性、[708090]+8%[-]元素抗性、[FFD700]-8%[-]耐力消耗、[FFA500]-50%[-]坠落伤害与[32CD32]+30秒[-]憋气时间。"
modArmorTenacityMiddleP7,items,Item,New,[FF4500]Tenacity Rune — Chest P7[-],[FF4500]坚韧符石·胸甲P7[-]
modArmorTenacityMiddleP7Desc,items,Item,New,"A mythical indestructible aegis — legendary. Passively grants [708090]+8%[-] Physical Resist, [708090]+8%[-] Elemental Resist, [FFD700]-8%[-] Stamina Consumption, [FFA500]-50%[-] Fall Damage, and [32CD32]+30s[-] Breath Hold.","神话级不灭圣盾——传奇品质。常驻[708090]+8%[-]物理抗性、[708090]+8%[-]元素抗性、[FFD700]-8%[-]耐力消耗、[FFA500]-50%[-]坠落伤害与[32CD32]+30秒[-]憋气时间。"
modArmorTenacityLowerP7,items,Item,New,[FF4500]Tenacity Rune — Feet P7[-],[FF4500]坚韧符石·足部P7[-]
modArmorTenacityLowerP7Desc,items,Item,New,"A mythical indestructible aegis — legendary. Passively grants [708090]+8%[-] Physical Resist, [708090]+8%[-] Elemental Resist, [FFD700]-8%[-] Stamina Consumption, [FFA500]-50%[-] Fall Damage, and [32CD32]+30s[-] Breath Hold.","神话级不灭圣盾——传奇品质。常驻[708090]+8%[-]物理抗性、[708090]+8%[-]元素抗性、[FFD700]-8%[-]耐力消耗、[FFA500]-50%[-]坠落伤害与[32CD32]+30秒[-]憋气时间。"

astrofix_machinegun,items,Item,New,[00BFFF]Astrofix Assault Rifle[-],[00BFFF]定星突击步枪[-]
astrofix_machinegunDesc,items,Item,New,"A Militech next-gen smart-weapon platform with onboard ballistic co-processor and energy ammo cycling. Locks onto [FFA500]body[-] by default and unleashes mildly-homing volleys. Virtual magazine: [FFD700]45[-] rounds, auto-recharges from a [FFD700]1000[-]-point energy pool after [FFA500]1.5s[-] ceasefire ([00BFFF]3s[-] from 0 to full). High-velocity tracking rounds ([FFD700]120[-] m/s) with arcing trajectory.","军用科技下一代智能武器平台——内置弹道协处理器与能量弹药循环系统。默认锁定目标[FFA500]躯干[-]，倾泻追踪弹幕。虚拟弹匣：[FFD700]45[-]发，停火[FFA500]1.5秒[-]后自动从[FFD700]1000[-]点能量池充能（[00BFFF]3秒[-]充满）。极高初速（[FFD700]120[-]），弹丸带轻度追踪弧圈弹道。"

modAstroxfixDMR,items,Item,New,[B8860B]Militech DMR Conversion Kit[-],[B8860B]军用科技精准射手改装套件[-]
modAstroxfixDMRDesc,items,Item,New,"A precision hunter protocol purpose-built for the Astrofix. Sacrifices fire rate for one-shot penetration. Fire rate: [FFA500]0.3s[-]/shot. [FF4500]8x[-] weapon damage, [FF4500]8x[-] ammo consumption. [FFA500]+1[-] pierce. Lock aim switches to [FF4500]head[-]. Spread minimized ([FFD700]1.5[-] hipfire, [FFD700]0.02[-] aim multiplier).","为定星量身打造的精准猎杀协议——牺牲射速换取一击致命的穿透力。射速：[FFA500]0.3秒[-]/发。[FF4500]8倍[-]武器伤害，[FF4500]8倍[-]弹药消耗。[FFA500]+1[-]穿透。锁定部位强制切换至[FF4500]头部[-]。散布极低（腰射[FFD700]1.5[-]度，瞄准倍率[FFD700]0.02[-]）。"

modMilitech_SalvoCore,items,Item,New,[FF8C00]Militech Salvo Core[-],[FF8C00]齐射核心[-]
modMilitech_SalvoCoreDesc,items,Item,New,"Ballistic sync co-processor — two rounds per trigger pull at the cost of individual punch. Fires [FFA500]+1[-] extra projectile per shot. Per-projectile damage reduced to [FF4500]70%[-] (net ~[FF4500]1.4x[-] total output).","弹道同步协处理器——一次扣机双丸齐射，以降低单发质量为代价换取爆发火力。每发多[FFA500]+1[-]枚弹丸。单发伤害降至[FF4500]70%[-]（总输出约[FF4500]1.4倍[-]）。"

modMilitech_BarrageCore,items,Item,New,[B8860B]Militech Barrage Core[-],[B8860B]弹幕核心[-]
modMilitech_BarrageCoreDesc,items,Item,New,"Full-auto fire-hose protocol — triple projectiles sweep the kill zone. Fires [FFA500]+2[-] extra projectiles per shot. Per-projectile damage reduced to [FF4500]65%[-] (net ~[FF4500]1.95x[-] total output). Ideal for suppression and crowd clearance.","全自动火力倾泻协议——三重弹丸横扫地场。每发多[FFA500]+2[-]枚弹丸。单发伤害降至[FF4500]65%[-]（总输出约[FF4500]1.95倍[-]）。适合压制与清场。"

modMilitech_ShardSplitter,items,Item,New,[B8860B]Militech Shard Splitter[-],[B8860B]碎片分裂器[-]
modMilitech_ShardSplitterDesc,items,Item,New,"Impact-activated micro-cutting grid — primary rounds split into a cluster of smart submunitions. [FFA500]+1[-] chain projectile per split. Submunition scale reduced to [FFD700]50%[-]. Split generation fixed at [FFA500]1[-]. Base weapon damage [FF4500]-0.1[-] (multiplier offset).","命中瞬间激活微观切割网格——主弹丸分裂为一簇智能碎片。分裂弹丸[FFA500]+1[-]枚，尺寸缩小至[FFD700]50%[-]，分裂代数固定[FFA500]1[-]次。武器基础伤害[FF4500]-0.1[-]（倍率偏移）。"

modMilitech_OverchargeRounds,items,Item,New,[4169E1]Militech Overcharge Rounds[-],[4169E1]过充弹药[-]
modMilitech_OverchargeRoundsDesc,items,Item,New,"Overloads the energy pool output conduit — massive muzzle energy gain at the expense of fire rate and velocity. Weapon damage [FF4500]+1.0[-] multiplier. Fire rate [FFA500]-20%[-] (delay x1.2). Projectile velocity [FFA500]-20%[-] (x0.8). Punch through light armor.","将能量池输出管道超载——大幅提升枪口动能，代价是射速与弹速下降。武器伤害倍率[FF4500]+1.0[-]。射速[FFA500]-20%[-]（延迟×1.2）。弹丸初速[FFA500]-20%[-]（×0.8）。足以贯穿轻型装甲。"

modMilitech_ChainAmplifier,items,Item,New,[B8860B]Militech Chain Amplifier[-],[B8860B]链式增幅器[-]
modMilitech_ChainAmplifierDesc,items,Item,New,"Optimizes the onboard micro-splitter engine to allow secondary fragmentation — wider area coverage at a slight damage cost. Chain split generation [FFA500]+1[-]. Submunition scale reduced by [FFD700]20%[-] (x0.8). Base weapon damage [FF4500]-0.1[-].","优化弹丸内部微型分裂引擎——允许碎片二次分裂，以轻微减伤换取更广面杀伤。链式分裂代数[FFA500]+1[-]。分裂弹丸尺寸缩减[FFD700]20%[-]（×0.8）。武器基础伤害[FF4500]-0.1[-]。"

modMilitech_FlameBarrage,items,Item,New,[4169E1]Militech Flame Barrage Protocol[-],[4169E1]火焰弹幕协议[-]
modMilitech_FlameBarrageDesc,items,Item,New,"Militech incendiary protocol — on fire, [FFA500]10%[-] chance to release a swarm of [FFA500]5[-] homing fire-chasers from the weapon. Each bolt deals [FF4500]50%[-] weapon damage as Heat and [FF4500]ignites[-] targets (burn + fire DoT). Arcing homing flight, zero gravity, high speed.","军用科技燃烧协议——开火时[FFA500]10%[-]概率从枪身释放[FFA500]5[-]枚追踪火蜂。每枚造成[FF4500]50%[-]武器伤害的高温伤害并[FF4500]点燃[-]目标（燃烧+持续火焰伤害）。弧圈追踪，无重力，高速飞行。"

modMilitech_FrostBarrage,items,Item,New,[4169E1]Militech Frost Barrage Protocol[-],[4169E1]冰霜弹幕协议[-]
modMilitech_FrostBarrageDesc,items,Item,New,"Militech cryo-saturation protocol — on fire, [FFA500]10%[-] chance to launch [FFA500]4[-] homing frost crystals from the weapon. Each deals [FF4500]30%[-] weapon damage as Cold and inflicts [708090]slow[-] + Frost Crack ([FF4500]+10%[-] damage taken). Arcing homing flight with [FFD700]1m[-] cryo blast radius.","军用科技急冻协议——开火时[FFA500]10%[-]概率发射[FFA500]4[-]枚追踪冰晶。每枚造成[FF4500]30%[-]武器伤害的低温伤害，附加[708090]减速[-]与冻裂（[FF4500]+10%[-]受到伤害）。弧线追踪，[FFD700]1米[-]低温爆炸半径。"

modMilitech_ShockChain,items,Item,New,[9932CC]Militech Shock Chain Protocol[-],[9932CC]电弧链协议[-]
modMilitech_ShockChainDesc,items,Item,New,"Militech high-voltage arc generator — on fire, [FFA500]10%[-] chance to fire a single lightning bolt that splits into [FFA500]3[-] secondary arcs on impact, chaining between enemies. All arcs deal [FF4500]100%[-] weapon damage as Electrical with [FF4500]shock[-] stun chance. Bullet velocity [FFD700]80[-] m/s, zero gravity, 1s lifetime.","军用科技高压电弧发生器——开火时[FFA500]10%[-]概率发射一枚闪电弹丸，命中后分裂为[FFA500]3[-]道次级电弧在敌人之间连锁跳跃。所有电弧均造成[FF4500]100%[-]武器伤害的电击伤害并附带[FF4500]电击[-]硬直概率。弹速[FFD700]80[-]，无重力，生存1秒。"

modMilitech_QuickChargeMag,items,Item,New,[2E8B57]Militech Quick-Charge Mag[-],[2E8B57]快充弹匣[-]
modMilitech_QuickChargeMagDesc,items,Item,New,"Militech recalibrated energy cycling lines — larger virtual magazine with shortened ammo reconstruction time. Virtual magazine [FFD700]+45[-] (total [FFD700]90[-] rounds). Full charge time [00BFFF]-1s[-] (from [FFA500]3s[-] to [FFA500]2s[-]). Faster recovery between firefights.","军用科技重新校准能量循环管线——扩容虚拟弹匣并缩短弹药重构时间。虚拟弹匣[FFD700]+45[-]（总计[FFD700]90[-]发）。满充时间[00BFFF]-1秒[-]（从[FFA500]3秒[-]缩短至[FFA500]2秒[-]）。交火间隙更快回复火力。"

modMilitech_PowerDumpMag,items,Item,New,[4169E1]Militech Power-Dump Mag[-],[4169E1]能量转储弹匣[-]
modMilitech_PowerDumpMagDesc,items,Item,New,"Diverts half the energy pool capacitance into the magazine array for burst-grade sustained fire — at the cost of longer recharge delay and reduced total energy. Energy pool [FFD700]-500[-] (down to [FF4500]500[-]). Virtual magazine [FFD700]+90[-] (total [FFD700]135[-] rounds). Charge delay [FFA500]+1s[-] (from [FFA500]1.5s[-] to [FFA500]2.5s[-]).","将能量池一半电容转移至弹匣阵列——换取爆发级持续火力，代价是充能延迟增加且总能量储备降低。能量池[FFD700]-500[-]（降至[FF4500]500[-]）。虚拟弹匣[FFD700]+90[-]（总计[FFD700]135[-]发）。充能延迟[FFA500]+1秒[-]（从[FFA500]1.5秒[-]延长至[FFA500]2.5秒[-]）。"

# ============================================================
# Challenger Schematics (79)
# ============================================================
modArmorKineticRecoilCoreMK1Schematic,items,Item,New,[8B4513]Schematic: Kinetic Recoil Core MK1[-],[8B4513]图纸：动能反冲核心·MK1[-]
modArmorKineticRecoilCoreMK2Schematic,items,Item,New,[FF8C00]Schematic: Kinetic Recoil Core MK2[-],[FF8C00]图纸：动能反冲核心·MK2[-]
modArmorKineticRecoilCoreMK3Schematic,items,Item,New,[B8860B]Schematic: Kinetic Recoil Core MK3[-],[B8860B]图纸：动能反冲核心·MK3[-]
modArmorKineticRecoilCoreMK4Schematic,items,Item,New,[2E8B57]Schematic: Kinetic Recoil Core MK4[-],[2E8B57]图纸：动能反冲核心·MK4[-]
modArmorKineticRecoilCoreMK5Schematic,items,Item,New,[4169E1]Schematic: Kinetic Recoil Core MK5[-],[4169E1]图纸：动能反冲核心·MK5[-]
modArmorKineticRecoilCoreMK6Schematic,items,Item,New,[9932CC]Schematic: Kinetic Recoil Core MK6[-],[9932CC]图纸：动能反冲核心·MK6[-]

modArmorEmergencyHealingCanisterMK1Schematic,items,Item,New,[8B4513]Schematic: Emergency Healing Canister MK1[-],[8B4513]图纸：应急治疗罐·MK1[-]
modArmorEmergencyHealingCanisterMK2Schematic,items,Item,New,[FF8C00]Schematic: Emergency Healing Canister MK2[-],[FF8C00]图纸：应急治疗罐·MK2[-]
modArmorEmergencyHealingCanisterMK3Schematic,items,Item,New,[B8860B]Schematic: Emergency Healing Canister MK3[-],[B8860B]图纸：应急治疗罐·MK3[-]
modArmorEmergencyHealingCanisterMK4Schematic,items,Item,New,[2E8B57]Schematic: Emergency Healing Canister MK4[-],[2E8B57]图纸：应急治疗罐·MK4[-]
modArmorEmergencyHealingCanisterMK5Schematic,items,Item,New,[4169E1]Schematic: Emergency Healing Canister MK5[-],[4169E1]图纸：应急治疗罐·MK5[-]
modArmorEmergencyHealingCanisterMK6Schematic,items,Item,New,[9932CC]Schematic: Emergency Healing Canister MK6[-],[9932CC]图纸：应急治疗罐·MK6[-]

